subject_ID,block_number,trial_number,phase,response_number,key,rt
211,3,19,delay,1,space,354
211,3,35,delay,1,space,263
211,3,35,delay,2,space,1359
211,3,41,delay,1,space,361
211,4,3,delay,1,space,422
211,4,5,delay,1,space,416
211,4,9,delay,1,space,309
211,4,9,delay,2,space,2088
211,4,19,delay,1,space,308
211,4,45,delay,1,space,2647
211,5,7,delay,1,space,519
211,5,15,delay,1,space,1885
211,5,35,delay,1,space,774
211,6,7,delay,1,space,404
211,6,19,delay,1,space,1434
211,6,33,delay,1,space,2631
211,6,43,delay,1,space,488
