subject_ID,question_number,factor,resp,rt
16,1,Perseverance,1,3877.3000000000466
16,2,Premeditation,1,4401.199999999953
16,3,Positive Urgency,2,4304.5
16,4,Perseverance,2,2438.1999999999534
16,5,Premeditation,1,3431.5
16,6,Negative Urgency,2,3696.5999999998603
16,7,Perseverance,2,6536.299999999814
16,8,Negative Urgency,3,7485.199999999953
16,9,Sensation Seeking,2,3155.5999999998603
16,10,Positive Urgency,2,2951.0999999998603
16,11,Perseverance,2,1905.6000000000931
16,12,Premeditation,1,5452
16,13,Negative Urgency,2,2378.1999999999534
16,14,Sensation Seeking,3,6502.199999999953
16,15,Negative Urgency,2,2370.2000000001863
16,16,Sensation Seeking,1,3452.399999999907
16,17,Positive Urgency,2,4721.699999999953
16,18,Sensation Seeking,3,3896.5
16,19,Premeditation,1,3399.5999999998603
16,20,Positive Urgency,2,3170.9000000001397
