subject_ID,question_number,factor,resp,rt
105,1,Perseverance,2,11501.100000000559
105,2,Premeditation,2,5016.0999999996275
105,3,Positive Urgency,2,10517.5
105,4,Perseverance,2,9934.299999999814
105,5,Premeditation,2,5535.5999999996275
105,6,Negative Urgency,3,8928.099999999627
105,7,Perseverance,2,5434.700000000186
105,9,Sensation Seeking,2,4730.300000000745
105,8,Negative Urgency,2,6435.300000000745
105,10,Positive Urgency,2,7324.700000000186
105,11,Perseverance,2,2983.4000000003725
105,12,Premeditation,1,4541.899999999441
105,13,Negative Urgency,2,4051.7000000001863
105,14,Sensation Seeking,2,7671.299999999814
105,15,Negative Urgency,3,7751.899999999441
105,16,Sensation Seeking,1,13897.5
105,17,Positive Urgency,1,9372.799999999814
105,18,Sensation Seeking,1,17593.699999999255
105,19,Premeditation,2,2820
105,20,Positive Urgency,2,3848.5
