subject_ID,question_number,factor,resp,rt
31,1,Perseverance,1,5443
31,2,Premeditation,1,2134.2999999970198
31,3,Positive Urgency,2,3358.9000000059605
31,4,Perseverance,2,3159.2000000029802
31,5,Premeditation,1,4139.9000000059605
31,6,Negative Urgency,1,5810.9000000059605
31,7,Perseverance,2,2793.3999999910593
31,8,Negative Urgency,1,6158.0999999940395
31,9,Sensation Seeking,1,3416.1000000089407
31,10,Positive Urgency,1,2889.0999999940395
31,11,Perseverance,1,2351.7000000029802
31,12,Premeditation,1,2448.6000000089407
31,13,Negative Urgency,1,3612
31,14,Sensation Seeking,3,5351.5
31,15,Negative Urgency,1,3397
31,16,Sensation Seeking,3,2235.7999999970198
31,17,Positive Urgency,2,3101.300000011921
31,18,Sensation Seeking,2,2460.7000000029802
31,19,Premeditation,1,1895.7999999970198
31,20,Positive Urgency,1,2700.7000000029802
