subject_ID,question_number,factor,resp,rt
5,1,Perseverance,1,31779.79999998212
5,2,Premeditation,1,4876.9000000059605
5,3,Positive Urgency,1,9878
5,4,Perseverance,1,3389.4000000059605
5,5,Premeditation,2,4061.5
5,6,Negative Urgency,1,3885.9000000059605
5,7,Perseverance,1,5628.699999988079
5,8,Negative Urgency,2,8261.300000011921
5,9,Sensation Seeking,1,5174.4000000059605
5,10,Positive Urgency,1,4910
5,11,Perseverance,1,2413
5,12,Premeditation,1,8917.59999999404
5,13,Negative Urgency,2,3917.0999999940395
5,14,Sensation Seeking,1,4269
5,15,Negative Urgency,2,3079.300000011921
5,16,Sensation Seeking,1,3910.2000000178814
5,17,Positive Urgency,2,5597.199999988079
5,18,Sensation Seeking,1,3477
5,19,Premeditation,2,6109.5
5,20,Positive Urgency,1,3261.5
