subject_ID,question_number,factor,resp,rt
26,1,Perseverance,4,6662
26,2,Premeditation,4,3063
26,3,Positive Urgency,4,15463
26,4,Perseverance,1,5534
26,5,Premeditation,1,5359
26,6,Negative Urgency,4,3942
26,7,Perseverance,1,3831
26,8,Negative Urgency,4,4317
26,9,Sensation Seeking,4,4502
26,10,Positive Urgency,1,3742
26,11,Perseverance,1,3023
26,12,Premeditation,1,2757
26,13,Negative Urgency,1,3262
26,14,Sensation Seeking,4,2944
26,15,Negative Urgency,1,3591
26,16,Sensation Seeking,4,3335
26,17,Positive Urgency,4,3767
26,18,Sensation Seeking,4,3359
26,19,Premeditation,1,15454
26,20,Positive Urgency,1,3974
