subject_ID,question_number,factor,resp,rt
110,1,Perseverance,1,10134.399999976158
110,2,Premeditation,1,2996.600000023842
110,3,Positive Urgency,1,2838
110,4,Perseverance,1,2554.2000000178814
110,5,Premeditation,1,2040.0999999940395
110,6,Negative Urgency,3,6289.4000000059605
110,7,Perseverance,1,2655.2000000178814
110,8,Negative Urgency,2,4541.5999999940395
110,9,Sensation Seeking,2,4522.600000023842
110,10,Positive Urgency,2,2911.800000011921
110,11,Perseverance,1,1873.0999999940395
110,12,Premeditation,1,3094.0999999940395
110,13,Negative Urgency,1,1996.699999988079
110,14,Sensation Seeking,2,4201.800000011921
110,15,Negative Urgency,1,3143.199999988079
110,16,Sensation Seeking,2,3999
110,17,Positive Urgency,1,2981.0999999940395
110,18,Sensation Seeking,2,2332.5
110,19,Premeditation,1,2231.800000011921
110,20,Positive Urgency,1,4507.9000000059605
