subject_ID,question_number,factor,resp,rt
93,1,Perseverance,3,6070.099999904633
93,2,Premeditation,3,5430.300000190735
93,3,Positive Urgency,3,4225.300000190735
93,4,Perseverance,3,2601
93,5,Premeditation,3,4594.900000095367
93,6,Negative Urgency,2,5659
93,7,Perseverance,3,3274.9000000953674
93,8,Negative Urgency,2,4710.900000095367
93,9,Sensation Seeking,2,2987.9000000953674
93,10,Positive Urgency,2,2752.199999809265
93,11,Perseverance,3,2440
93,12,Premeditation,2,5172.799999713898
93,13,Negative Urgency,3,2808.9000000953674
93,14,Sensation Seeking,2,4640
93,15,Negative Urgency,3,4045
93,16,Sensation Seeking,2,2118
93,17,Positive Urgency,1,4458.699999809265
93,18,Sensation Seeking,2,2740.3999996185303
93,19,Premeditation,3,2854.699999809265
93,20,Positive Urgency,3,3955.800000190735
