subject_ID,block_number,trial_number,phase,response_number,key,rt
22,3,29,delay,1,space,413
22,4,15,delay,1,space,799
22,4,31,delay,1,space,416
22,4,37,delay,1,space,957
22,4,37,delay,2,space,1669
22,4,39,delay,1,space,593
22,4,43,delay,1,space,326
22,4,49,delay,1,space,297
22,5,21,delay,1,space,307
22,5,21,delay,2,space,1763
22,6,7,delay,1,space,352
22,6,7,delay,2,space,720
22,6,11,delay,1,space,339
22,6,27,delay,1,space,609
22,6,29,delay,1,space,301
22,6,33,delay,1,space,392
22,6,39,delay,1,space,350
