subject_ID,block_number,trial_number,phase,response_number,key,rt
227,3,9,delay,1,space,377
227,3,19,delay,1,space,378
227,3,25,delay,1,space,348
227,3,27,delay,1,space,315
227,3,35,delay,1,space,390
227,3,37,delay,1,space,243
227,3,43,delay,1,space,248
227,3,45,delay,1,space,291
227,3,49,delay,1,space,190
227,4,3,delay,1,space,353
227,4,11,delay,1,space,2009
227,4,17,delay,1,space,2179
227,4,19,delay,1,space,208
227,4,21,delay,1,space,178
227,4,21,delay,2,space,1035
227,4,23,delay,1,j,410
227,4,23,delay,2,space,734
227,4,35,delay,1,space,253
227,4,37,delay,1,space,165
227,4,37,delay,2,space,1504
227,4,45,delay,1,space,306
227,4,47,delay,1,space,172
227,5,5,delay,1,space,29
227,5,5,delay,2,space,508
227,5,7,delay,1,space,283
227,5,15,delay,1,space,344
227,5,15,delay,2,space,2808
227,5,17,delay,1,space,291
227,5,23,delay,1,space,274
227,5,25,delay,1,j,284
227,5,27,delay,1,space,344
227,5,29,delay,1,space,232
227,5,33,delay,1,space,301
227,5,39,delay,1,space,241
227,5,43,delay,1,space,302
227,5,47,delay,1,space,277
227,6,7,delay,1,space,231
227,6,9,delay,1,space,874
227,6,47,delay,1,space,328
227,6,51,delay,1,space,312
