subject_ID,question_number,factor,resp,rt
7,1,Perseverance,2,4420.700000047684
7,2,Premeditation,2,4383.5
7,3,Positive Urgency,3,4928.299999952316
7,4,Perseverance,2,4550.200000047684
7,5,Premeditation,2,6214.600000143051
7,6,Negative Urgency,4,6462.400000095367
7,7,Perseverance,2,3415.5999999046326
7,8,Negative Urgency,4,6286.200000047684
7,9,Sensation Seeking,1,3761.7000000476837
7,10,Positive Urgency,3,4375.5
7,11,Perseverance,2,3275.2000000476837
7,12,Premeditation,3,3835.399999856949
7,13,Negative Urgency,3,3131.5999999046326
7,14,Sensation Seeking,2,7509.599999904633
7,15,Negative Urgency,2,5160.799999952316
7,16,Sensation Seeking,1,2855.2999999523163
7,17,Positive Urgency,1,4825.700000047684
7,18,Sensation Seeking,1,3291.199999809265
7,19,Premeditation,2,2849.2999999523163
7,20,Positive Urgency,3,3894
