subject_ID,question_number,factor,resp,rt
103,1,Perseverance,1,5935.800000011921
103,2,Premeditation,2,3048.699999988079
103,3,Positive Urgency,2,6924.4000000059605
103,4,Perseverance,2,2557.699999988079
103,5,Premeditation,3,3282.600000023842
103,6,Negative Urgency,3,8072.9000000059605
103,7,Perseverance,2,7104.200000017881
103,8,Negative Urgency,2,8055.799999982119
103,9,Sensation Seeking,3,2656.0999999940395
103,10,Positive Urgency,2,3592.7000000178814
103,11,Perseverance,1,2542.5999999940395
103,12,Premeditation,2,3389.5999999940395
103,13,Negative Urgency,2,3480.7999999821186
103,14,Sensation Seeking,3,5212.9000000059605
103,15,Negative Urgency,2,5391.199999988079
103,16,Sensation Seeking,3,3546.5999999940395
103,17,Positive Urgency,2,4211
103,18,Sensation Seeking,3,3042.2999999821186
103,19,Premeditation,2,3072.699999988079
103,20,Positive Urgency,3,4271.5
