subject_ID,block_number,trial_number,phase,response_number,key,rt
81,3,47,delay,1,space,2415
81,3,47,delay,2,space,2895
81,3,49,delay,1,space,171
81,3,51,delay,1,space,305
81,4,23,delay,1,space,569
81,4,33,delay,1,space,11
81,4,35,delay,1,space,405
81,4,43,delay,1,space,79
81,5,1,delay,1,space,948
81,5,1,delay,2,space,2089
81,5,5,delay,1,space,20
81,5,5,delay,2,j,1869
81,5,5,delay,3,space,1881
81,5,5,delay,4,space,2448
81,5,17,delay,1,space,249
81,5,17,delay,2,space,1994
81,5,25,delay,1,space,359
81,5,31,delay,1,space,26
81,5,33,delay,1,space,2
81,5,33,delay,2,space,351
81,5,41,delay,1,space,42
81,5,41,delay,2,space,256
81,5,41,delay,3,space,521
81,6,1,delay,1,space,484
81,6,3,delay,1,space,482
81,6,9,delay,1,space,810
81,6,9,delay,2,f,1704
81,6,13,delay,1,space,759
81,6,13,delay,2,space,2336
81,6,15,delay,1,space,594
81,6,15,delay,2,space,899
81,6,15,delay,3,space,1303
81,6,15,delay,4,space,2130
81,6,15,delay,5,space,2494
81,6,15,delay,6,space,2716
81,6,15,delay,7,space,2918
81,6,33,delay,1,space,509
81,6,39,delay,1,space,577
81,6,43,delay,1,space,1337
