subject_ID,question_number,factor,resp,rt
131,1,Perseverance,1,15695.599999964237
131,2,Premeditation,2,6209.199999988079
131,3,Positive Urgency,1,4314.699999988079
131,4,Perseverance,2,7427.5
131,5,Premeditation,2,2879.599999964237
131,6,Negative Urgency,1,11907.300000011921
131,7,Perseverance,2,8739.900000035763
131,8,Negative Urgency,2,9123.900000035763
131,9,Sensation Seeking,4,2915.699999988079
131,10,Positive Urgency,2,26162.099999964237
131,11,Perseverance,1,3643.599999964237
131,12,Premeditation,2,11028.599999964237
131,13,Negative Urgency,2,8695.299999952316
131,14,Sensation Seeking,4,3883.399999976158
131,15,Negative Urgency,2,2729.800000011921
131,16,Sensation Seeking,4,1977.8999999761581
131,17,Positive Urgency,2,4082.599999964237
131,18,Sensation Seeking,4,7683.5
131,19,Premeditation,2,4542
131,20,Positive Urgency,2,7439.899999976158
