subject_ID,question_number,factor,resp,rt
208,1,Perseverance,1,8763.800000011921
208,2,Premeditation,1,3510.2000000178814
208,3,Positive Urgency,3,2766.7000000178814
208,4,Perseverance,2,2294.5
208,5,Premeditation,3,3886.4000000059605
208,6,Negative Urgency,4,6166.4000000059605
208,7,Perseverance,1,9894.199999988079
208,8,Negative Urgency,3,5283.300000011921
208,9,Sensation Seeking,2,2642.2999999821186
208,10,Positive Urgency,2,3850.5
208,11,Perseverance,2,2334.199999988079
208,12,Premeditation,2,3602.2999999821186
208,13,Negative Urgency,3,4610.5999999940395
208,14,Sensation Seeking,2,4218.5
208,15,Negative Urgency,3,2726.300000011921
208,16,Sensation Seeking,4,3806.5
208,17,Positive Urgency,3,9970.399999976158
208,18,Sensation Seeking,4,4658.700000017881
208,19,Premeditation,1,5546.199999988079
208,20,Positive Urgency,3,3558.5999999940395
