subject_ID,question_number,factor,resp,rt
80,1,Perseverance,2,4963.39999999851
80,2,Premeditation,2,1433.6000000014901
80,3,Positive Urgency,2,2801.89999999851
80,4,Perseverance,2,2450.3000000044703
80,5,Premeditation,1,4099.60000000149
80,6,Negative Urgency,2,2444.6999999955297
80,7,Perseverance,2,2184.10000000149
80,8,Negative Urgency,2,3022.89999999851
80,9,Sensation Seeking,3,1785.1000000014901
80,10,Positive Urgency,1,2731.10000000149
80,11,Perseverance,2,1753.2000000029802
80,12,Premeditation,2,2897.5999999940395
80,13,Negative Urgency,2,1902.4000000059605
80,14,Sensation Seeking,3,2289.5999999940395
80,15,Negative Urgency,2,2393.5
80,16,Sensation Seeking,3,2426.2000000029802
80,17,Positive Urgency,3,2393.60000000149
80,18,Sensation Seeking,2,1865.6000000014901
80,19,Premeditation,2,2216.10000000149
80,20,Positive Urgency,2,1936
