subject_ID,question_number,factor,resp,rt
12,1,Perseverance,1,6521.199999999255
12,2,Premeditation,3,5544.29999999702
12,3,Positive Urgency,1,5069.10000000149
12,4,Perseverance,2,3525.599999997765
12,5,Premeditation,2,4637
12,6,Negative Urgency,4,6397.60000000149
12,7,Perseverance,3,5037.300000000745
12,8,Negative Urgency,3,7334
12,9,Sensation Seeking,4,3412.10000000149
12,10,Positive Urgency,1,3677.39999999851
12,11,Perseverance,3,3421.900000002235
12,12,Premeditation,1,5590.599999997765
12,13,Negative Urgency,1,4309.199999999255
12,14,Sensation Seeking,4,5613.199999999255
12,15,Negative Urgency,1,3549
12,16,Sensation Seeking,2,7381.699999999255
12,17,Positive Urgency,1,4925
12,18,Sensation Seeking,1,3941.199999999255
12,19,Premeditation,2,6085.39999999851
12,20,Positive Urgency,1,3629.39999999851
