subject_ID,question_number,factor,resp,rt
126,1,Perseverance,1,4737.5
126,2,Premeditation,1,3185.7000000001863
126,3,Positive Urgency,2,6238.90000000014
126,4,Perseverance,3,3831.6999999999534
126,5,Premeditation,2,2829.5
126,6,Negative Urgency,3,5088.700000000186
126,7,Perseverance,2,2926.600000000093
126,8,Negative Urgency,3,3828.899999999907
126,9,Sensation Seeking,4,4612.899999999907
126,10,Positive Urgency,2,3002.5999999998603
126,11,Perseverance,1,1864.6999999999534
126,12,Premeditation,1,3433.6999999999534
126,13,Negative Urgency,2,3496.600000000093
126,14,Sensation Seeking,3,7096.800000000047
126,15,Negative Urgency,2,3662.5999999998603
126,16,Sensation Seeking,4,2727.899999999907
126,17,Positive Urgency,3,4117.800000000047
126,18,Sensation Seeking,3,2559.8000000000466
126,19,Premeditation,1,2601.600000000093
126,20,Positive Urgency,2,3991.7000000001863
