subject_ID,question_number,factor,resp,rt
113,1,Perseverance,1,9524.300000011921
113,2,Premeditation,1,5052.199999988079
113,3,Positive Urgency,1,6452.800000011921
113,4,Perseverance,1,5954.900000035763
113,5,Premeditation,2,7425.699999988079
113,6,Negative Urgency,1,9462.399999976158
113,7,Perseverance,2,10481.100000023842
113,8,Negative Urgency,1,8536.200000047684
113,9,Sensation Seeking,3,5034.199999988079
113,10,Positive Urgency,1,6081.300000011921
113,11,Perseverance,1,5585.5
113,12,Premeditation,1,4940.100000023842
113,13,Negative Urgency,1,4451.5
113,14,Sensation Seeking,3,5919.300000011921
113,15,Negative Urgency,1,4622.200000047684
113,16,Sensation Seeking,1,10743.5
113,17,Positive Urgency,2,9693
113,18,Sensation Seeking,2,7069.299999952316
113,19,Premeditation,1,3673
113,20,Positive Urgency,1,4323.800000011921
