subject_ID,question_number,factor,resp,rt
204,1,Perseverance,3,8172.799999952316
204,2,Premeditation,2,9008.5
204,3,Positive Urgency,2,10127
204,4,Perseverance,2,5654.299999952316
204,5,Premeditation,2,5076.300000071526
204,6,Negative Urgency,3,5546.899999976158
204,7,Perseverance,3,6913.700000047684
204,8,Negative Urgency,3,7926.100000023842
204,9,Sensation Seeking,1,4702.399999976158
204,10,Positive Urgency,1,7468
204,11,Perseverance,3,8104.700000047684
204,12,Premeditation,2,6352.399999976158
204,13,Negative Urgency,3,3583.5
204,14,Sensation Seeking,1,6185.700000047684
204,15,Negative Urgency,2,5727.300000071526
204,16,Sensation Seeking,1,8576.700000047684
204,17,Positive Urgency,1,10995.399999976158
204,18,Sensation Seeking,1,6368
204,19,Premeditation,2,5450.600000023842
204,20,Positive Urgency,2,7256.700000047684
