subject_ID,block_number,trial_number,phase,response_number,key,rt
88,3,13,delay,1,space,1710
88,3,17,delay,1,space,547
88,3,25,delay,1,space,451
88,3,25,delay,2,space,2361
88,3,27,delay,1,space,10
88,3,29,delay,1,space,94
88,3,31,delay,1,space,1788
88,3,35,delay,1,space,1220
88,3,35,delay,2,space,2608
88,3,47,delay,1,space,93
88,3,47,delay,2,space,554
88,3,47,delay,3,space,1539
88,3,47,delay,4,space,1560
88,3,49,delay,1,space,43
88,3,49,delay,2,space,66
88,3,51,delay,1,space,991
88,4,3,delay,1,space,23
88,4,7,delay,1,space,378
88,4,9,delay,1,space,626
88,4,11,delay,1,space,55
88,4,13,delay,1,space,927
88,4,13,delay,2,space,2107
88,4,21,delay,1,space,477
88,4,23,delay,1,space,373
88,4,33,delay,1,space,343
88,4,33,delay,2,space,366
88,4,37,delay,1,space,356
88,4,39,delay,1,space,709
88,4,43,delay,1,space,2490
88,4,43,delay,2,space,2513
88,4,45,delay,1,space,808
88,4,47,delay,1,space,2742
88,5,13,delay,1,space,561
88,5,13,delay,2,space,584
88,5,43,delay,1,space,593
88,5,47,delay,1,space,460
88,6,1,delay,1,space,607
88,6,7,delay,1,space,920
88,6,7,delay,2,space,939
88,6,9,delay,1,space,322
88,6,15,delay,1,space,1273
88,6,37,delay,1,space,520
