subject_ID,question_number,factor,resp,rt
216,5,Premeditation,1,3328
216,4,Perseverance,1,2594
216,1,Perseverance,1,6420
216,6,Negative Urgency,1,5154
216,3,Positive Urgency,1,4874
216,2,Premeditation,1,2610
216,7,Perseverance,2,3038
216,8,Negative Urgency,3,7380
216,9,Sensation Seeking,1,3436
216,10,Positive Urgency,1,4434
216,11,Perseverance,1,2119
216,12,Premeditation,1,3225
216,13,Negative Urgency,1,2466
216,14,Sensation Seeking,2,5831
216,15,Negative Urgency,1,3233
216,16,Sensation Seeking,1,3232
216,17,Positive Urgency,1,3620
216,18,Sensation Seeking,1,3557
216,19,Premeditation,1,2594
216,20,Positive Urgency,1,2403
