subject_ID,question_number,factor,resp,rt
132,1,Perseverance,2,6374.399999976158
132,2,Premeditation,2,2846.399999976158
132,3,Positive Urgency,2,3565.2000000476837
132,4,Perseverance,3,3183.8000000715256
132,5,Premeditation,3,3409.5
132,6,Negative Urgency,3,4923.899999976158
132,7,Perseverance,3,3527.899999976158
132,8,Negative Urgency,2,4312
132,9,Sensation Seeking,4,4340.600000023842
132,10,Positive Urgency,2,3142
132,11,Perseverance,3,2382
132,12,Premeditation,2,3670.7000000476837
132,13,Negative Urgency,3,3479.2999999523163
132,14,Sensation Seeking,3,5581.399999976158
132,15,Negative Urgency,2,3920.3000000715256
132,16,Sensation Seeking,1,3511.2000000476837
132,17,Positive Urgency,2,4416
132,18,Sensation Seeking,4,4486.300000071526
132,19,Premeditation,2,4124.799999952316
132,20,Positive Urgency,2,3310.600000023842
