subject_ID,question_number,factor,resp,rt
202,1,Perseverance,1,7891
202,2,Premeditation,1,4575.800000000745
202,3,Positive Urgency,2,4887.800000000745
202,4,Perseverance,1,3403.699999999255
202,5,Premeditation,1,16380.5
202,6,Negative Urgency,2,5407.200000001118
202,7,Perseverance,1,4825.5999999996275
202,8,Negative Urgency,2,8248.199999999255
202,9,Sensation Seeking,4,3405.7000000011176
202,10,Positive Urgency,1,4944
202,11,Perseverance,1,3046.800000000745
202,12,Premeditation,2,5681.5999999996275
202,13,Negative Urgency,1,4036.7999999988824
202,14,Sensation Seeking,3,3650.5999999996275
202,15,Negative Urgency,1,3820.2999999988824
202,16,Sensation Seeking,1,4113.800000000745
202,17,Positive Urgency,1,7710.199999999255
202,18,Sensation Seeking,1,4008.699999999255
202,19,Premeditation,2,5029.799999998882
202,20,Positive Urgency,1,2506.699999999255
