subject_ID,block_number,trial_number,phase,response_number,key,rt
subject_ID,block_number,trial_number,phase,response_number,key,rt
106,3,49,delay,1,space,991
106,4,7,delay,1,space,388
106,5,29,delay,1,space,2074
106,5,31,delay,1,space,527
106,6,21,delay,1,space,429
