subject_ID,question_number,factor,resp,rt
246,1,Perseverance,1,5289
246,2,Premeditation,1,3268
246,3,Positive Urgency,1,4887
246,4,Perseverance,2,2535
246,5,Premeditation,1,3060
246,6,Negative Urgency,1,5140
246,7,Perseverance,2,5322
246,8,Negative Urgency,1,5259
246,9,Sensation Seeking,3,2552
246,10,Positive Urgency,1,4244
246,11,Perseverance,1,3385
246,12,Premeditation,1,6645
246,13,Negative Urgency,1,4154
246,14,Sensation Seeking,4,2999
246,15,Negative Urgency,1,2945
246,16,Sensation Seeking,1,2368
246,17,Positive Urgency,1,5494
246,18,Sensation Seeking,1,2880
246,19,Premeditation,2,2968
246,20,Positive Urgency,1,2454
