subject_ID,question_number,factor,resp,rt
43,1,Perseverance,1,7070.699999988079
43,2,Premeditation,2,3906.7000000476837
43,3,Positive Urgency,3,5157.299999952316
43,4,Perseverance,1,3896.800000011921
43,5,Premeditation,2,4797.600000023842
43,6,Negative Urgency,3,8140.600000023842
43,7,Perseverance,1,3623.899999976158
43,8,Negative Urgency,4,5814.199999988079
43,9,Sensation Seeking,3,3690.899999976158
43,10,Positive Urgency,3,3527.5
43,11,Perseverance,1,3291.900000035763
43,12,Premeditation,3,7725.699999988079
43,13,Negative Urgency,4,3478.199999988079
43,14,Sensation Seeking,3,4746.400000035763
43,15,Negative Urgency,3,4917.399999976158
43,16,Sensation Seeking,2,5617.599999964237
43,17,Positive Urgency,2,5403.800000011921
43,18,Sensation Seeking,4,6243.400000035763
43,19,Premeditation,3,3435.800000011921
43,20,Positive Urgency,3,5152.699999988079
