subject_ID,question_number,factor,resp,rt
42,1,Perseverance,2,5313
42,2,Premeditation,1,4787
42,3,Positive Urgency,3,8854
42,4,Perseverance,1,4269
42,5,Premeditation,3,5094
42,6,Negative Urgency,4,8948
42,7,Perseverance,1,4868
42,8,Negative Urgency,2,11533
42,9,Sensation Seeking,1,4702
42,10,Positive Urgency,3,3693
42,11,Perseverance,2,4885
42,12,Premeditation,2,4038
42,13,Negative Urgency,4,3550
42,14,Sensation Seeking,1,5123
42,15,Negative Urgency,3,6203
42,16,Sensation Seeking,1,5156
42,17,Positive Urgency,2,5253
42,18,Sensation Seeking,2,4718
42,19,Premeditation,2,4308
42,20,Positive Urgency,4,5318
