subject_ID,block_number,trial_number,phase,response_number,key,rt
205,3,21,delay,1,space,383
205,3,27,delay,1,space,290
205,3,35,delay,1,space,367
205,3,41,delay,1,space,269
205,3,47,delay,1,space,320
205,3,51,delay,1,space,342
205,4,5,delay,1,space,301
205,4,9,delay,1,space,251
205,4,17,delay,1,space,264
205,4,23,delay,1,space,257
205,4,25,delay,1,space,277
205,4,27,delay,1,space,712
205,4,47,delay,1,space,455
205,4,49,delay,1,space,279
205,5,7,delay,1,space,295
205,5,13,delay,1,space,319
205,5,23,delay,1,j,200
205,5,31,delay,1,space,374
205,5,45,delay,1,space,462
205,5,49,delay,1,j,98
205,6,3,delay,1,space,297
205,6,5,delay,1,space,300
205,6,9,delay,1,space,852
205,6,9,delay,2,space,1443
205,6,9,delay,3,space,2353
205,6,15,delay,1,space,252
205,6,17,delay,1,space,230
205,6,29,delay,1,space,1
205,6,31,delay,1,space,272
205,6,35,delay,1,space,128
205,6,37,delay,1,space,192
205,6,41,delay,1,space,115
205,6,45,delay,1,space,404
205,6,49,delay,1,space,296
205,6,51,delay,1,space,296
