subject_ID,question_number,factor,resp,rt
73,1,Perseverance,1,4863.699999928474
73,2,Premeditation,2,3777.7999999523163
73,3,Positive Urgency,1,4763.100000023842
73,4,Perseverance,2,3325.100000023842
73,5,Premeditation,2,3068.7000000476837
73,6,Negative Urgency,1,4525.100000023842
73,7,Perseverance,2,4729.399999976158
73,8,Negative Urgency,1,3782.2000000476837
73,9,Sensation Seeking,3,3025.8000000715256
73,10,Positive Urgency,1,3865.9000000953674
73,11,Perseverance,2,3717.8000000715256
73,12,Premeditation,2,6441
73,13,Negative Urgency,1,2926.2000000476837
73,14,Sensation Seeking,3,3741.3000000715256
73,15,Negative Urgency,1,3994
73,16,Sensation Seeking,1,3641.5
73,17,Positive Urgency,2,8141.200000047684
73,18,Sensation Seeking,1,8257.200000047684
73,19,Premeditation,2,2348.6999999284744
73,20,Positive Urgency,1,2866.1999999284744
