subject_ID,question_number,factor,resp,rt
22,1,Perseverance,1,5037
22,2,Premeditation,1,2383
22,3,Positive Urgency,1,4177
22,4,Perseverance,1,2652
22,5,Premeditation,1,3320
22,6,Negative Urgency,4,4218
22,7,Perseverance,1,3499
22,8,Negative Urgency,4,5424
22,9,Sensation Seeking,1,2808
22,10,Positive Urgency,1,3400
22,11,Perseverance,1,2043
22,12,Premeditation,1,4090
22,13,Negative Urgency,4,14622
22,14,Sensation Seeking,3,5057
22,15,Negative Urgency,4,3530
22,16,Sensation Seeking,1,3031
22,17,Positive Urgency,1,4397
22,18,Sensation Seeking,1,13207
22,19,Premeditation,1,3969
22,20,Positive Urgency,1,3311
