subject_ID,question_number,factor,resp,rt
140,1,Perseverance,1,4307.5
140,2,Premeditation,2,4362.10000038147
140,3,Positive Urgency,2,3677.7000002861023
140,4,Perseverance,2,3143
140,5,Premeditation,2,2157.8999996185303
140,6,Negative Urgency,2,2282.9000000953674
140,7,Perseverance,2,1838.4000000953674
140,8,Negative Urgency,2,3205.7999997138977
140,9,Sensation Seeking,3,2655.0999999046326
140,10,Positive Urgency,2,2181.5999999046326
140,11,Perseverance,2,2679.699999809265
140,12,Premeditation,2,2541.4000000953674
140,13,Negative Urgency,2,3342.0999999046326
140,14,Sensation Seeking,3,4159.5
140,15,Negative Urgency,3,4183.5
140,16,Sensation Seeking,2,2246.5
140,17,Positive Urgency,2,3309.699999809265
140,18,Sensation Seeking,2,2128.199999809265
140,19,Premeditation,2,2268.300000190735
140,20,Positive Urgency,2,1923.3000001907349
