subject_ID,question_number,factor,resp,rt
124,1,Perseverance,2,11285.799999952316
124,2,Premeditation,1,4427.899999856949
124,3,Positive Urgency,1,7804.799999952316
124,4,Perseverance,2,4516.700000047684
124,5,Premeditation,1,5652.599999904633
124,6,Negative Urgency,2,9404.200000047684
124,7,Perseverance,2,5675.700000047684
124,8,Negative Urgency,1,7772.599999904633
124,9,Sensation Seeking,2,5468.5
124,10,Positive Urgency,1,5452.600000143051
124,11,Perseverance,2,4243.5
124,12,Premeditation,2,5356.799999952316
124,13,Negative Urgency,2,4820.299999952316
124,14,Sensation Seeking,2,6228.200000047684
124,15,Negative Urgency,2,6868.100000143051
124,16,Sensation Seeking,1,5115.899999856949
124,17,Positive Urgency,1,6195.899999856949
124,18,Sensation Seeking,2,7484.799999952316
124,19,Premeditation,2,10044.700000047684
124,20,Positive Urgency,2,6260.899999856949
