subject_ID,question_number,factor,resp,rt
77,1,Perseverance,2,3794.7000000001863
77,2,Premeditation,3,2511.7999999998137
77,3,Positive Urgency,3,3697.9000000003725
77,4,Perseverance,2,2457.300000000745
77,5,Premeditation,3,2441.0999999996275
77,6,Negative Urgency,3,4249
77,7,Perseverance,2,3257.2999999998137
77,8,Negative Urgency,3,4032.2999999998137
77,9,Sensation Seeking,4,2009.5999999996275
77,10,Positive Urgency,3,2553.2000000001863
77,11,Perseverance,1,3009.399999999441
77,12,Premeditation,3,3529.100000000559
77,13,Negative Urgency,4,2800.2999999998137
77,14,Sensation Seeking,4,3272.7999999998137
77,15,Negative Urgency,3,3984.899999999441
77,16,Sensation Seeking,3,6361.5
77,17,Positive Urgency,4,3607.7999999998137
77,18,Sensation Seeking,4,3352.4000000003725
77,19,Premeditation,3,2265.399999999441
77,20,Positive Urgency,3,2185
