subject_ID,block_number,trial_number,phase,response_number,key,rt
65,3,23,delay,1,space,531
65,3,27,delay,1,space,487
65,3,27,delay,2,space,1639
65,3,29,delay,1,space,116
65,3,37,delay,1,space,403
65,3,41,delay,1,space,542
65,3,51,delay,1,space,292
65,4,5,delay,1,space,425
65,4,7,delay,1,space,574
65,4,11,delay,1,space,444
65,4,13,delay,1,space,468
65,4,19,delay,1,space,336
65,4,21,delay,1,space,364
65,4,47,delay,1,space,331
65,5,3,delay,1,space,475
65,5,11,delay,1,space,325
65,5,15,delay,1,space,794
65,5,15,delay,2,space,1657
65,5,15,delay,3,space,2121
65,5,15,delay,4,space,2795
65,5,25,delay,1,space,317
65,5,29,delay,1,space,390
65,5,37,delay,1,space,438
65,6,13,delay,1,space,478
65,6,19,delay,1,space,356
65,6,37,delay,1,space,344
65,6,39,delay,1,space,404
65,6,39,delay,2,space,2189
65,6,39,delay,3,space,2741
65,6,43,delay,1,space,426
65,6,49,delay,1,space,359
