subject_ID,question_number,factor,resp,rt
220,1,Perseverance,1,3843
220,2,Premeditation,2,2086.7999999970198
220,3,Positive Urgency,2,3779
220,4,Perseverance,2,2617.9000000059605
220,5,Premeditation,2,4332.29999999702
220,6,Negative Urgency,4,2883.6000000089407
220,7,Perseverance,3,3676.0999999940395
220,8,Negative Urgency,2,4006.2000000029802
220,9,Sensation Seeking,1,2832.2000000029802
220,10,Positive Urgency,2,2248.1000000089407
220,11,Perseverance,3,1620.4000000059605
220,12,Premeditation,2,1983.199999988079
220,13,Negative Urgency,3,1912.300000011921
220,14,Sensation Seeking,3,2261.5
220,15,Negative Urgency,2,3110
220,16,Sensation Seeking,1,2396
220,17,Positive Urgency,2,2728.0999999940395
220,18,Sensation Seeking,1,2185
220,19,Premeditation,1,2545.9000000059605
220,20,Positive Urgency,2,2226
