subject_ID,question_number,factor,resp,rt
99,1,Perseverance,1,4555.199999988079
99,2,Premeditation,3,3078.5999999940395
99,3,Positive Urgency,3,6542.9000000059605
99,4,Perseverance,1,2918.5
99,5,Premeditation,1,3406.699999988079
99,6,Negative Urgency,4,4182.5999999940395
99,7,Perseverance,1,4438.5
99,8,Negative Urgency,4,4078.5999999940395
99,9,Sensation Seeking,1,2902.5999999940395
99,10,Positive Urgency,1,4630.5999999940395
99,11,Perseverance,1,3470.399999976158
99,12,Premeditation,1,2998.600000023842
99,13,Negative Urgency,4,5510.299999982119
99,14,Sensation Seeking,1,4326.5
99,15,Negative Urgency,3,3542.4000000059605
99,16,Sensation Seeking,4,2238.4000000059605
99,17,Positive Urgency,1,5382.800000011921
99,18,Sensation Seeking,4,3190.699999988079
99,19,Premeditation,1,4287
99,20,Positive Urgency,2,4150.9000000059605
