subject_ID,question_number,factor,resp,rt
142,1,Perseverance,1,5731
142,2,Premeditation,2,4439
142,3,Positive Urgency,2,5510
142,4,Perseverance,1,2885
142,5,Premeditation,1,4267
142,6,Negative Urgency,2,6073
142,7,Perseverance,4,11479
142,8,Negative Urgency,1,6059
142,9,Sensation Seeking,2,4707
142,10,Positive Urgency,1,3228
142,11,Perseverance,2,2509
142,12,Premeditation,2,3409
142,13,Negative Urgency,3,3298
142,14,Sensation Seeking,2,3180
142,15,Negative Urgency,3,6217
142,16,Sensation Seeking,1,4315
142,17,Positive Urgency,1,5143
142,18,Sensation Seeking,3,7109
142,19,Premeditation,2,3322
142,20,Positive Urgency,1,5245
