subject_ID,question_number,factor,resp,rt
125,1,Perseverance,1,3782.2999997138977
125,2,Premeditation,1,3450.5
125,3,Positive Urgency,1,4132.200000286102
125,4,Perseverance,1,4236.099999904633
125,5,Premeditation,1,4915.200000286102
125,6,Negative Urgency,3,16091.900000095367
125,7,Perseverance,2,4091.4000000953674
125,8,Negative Urgency,1,6235.900000095367
125,9,Sensation Seeking,2,3323.199999809265
125,10,Positive Urgency,1,3963
125,11,Perseverance,2,2746.4000000953674
125,12,Premeditation,1,2939
125,13,Negative Urgency,2,3651.699999809265
125,14,Sensation Seeking,2,4155.299999713898
125,15,Negative Urgency,3,8019.700000286102
125,16,Sensation Seeking,4,2811.0999999046326
125,17,Positive Urgency,1,8083.299999713898
125,18,Sensation Seeking,1,3339.9000000953674
125,19,Premeditation,2,3427.300000190735
125,20,Positive Urgency,2,3081.9000000953674
