subject_ID,question_number,factor,resp,rt
238,1,Perseverance,1,6523
238,2,Premeditation,1,2369
238,3,Positive Urgency,2,5294
238,4,Perseverance,1,2564
238,5,Premeditation,2,2299
238,6,Negative Urgency,3,3098
238,7,Perseverance,2,5758
238,8,Negative Urgency,3,2315
238,9,Sensation Seeking,3,2820
238,10,Positive Urgency,2,2597
238,11,Perseverance,1,3103
238,12,Premeditation,2,1894
238,13,Negative Urgency,3,1341
238,14,Sensation Seeking,2,1747
238,15,Negative Urgency,2,2818
238,16,Sensation Seeking,3,5053
238,17,Positive Urgency,2,5515
238,18,Sensation Seeking,3,3215
238,19,Premeditation,1,3204
238,20,Positive Urgency,2,3559
