subject_ID,question_number,factor,resp,rt
63,1,Perseverance,1,10972
63,2,Premeditation,2,5653.5999999996275
63,3,Positive Urgency,1,8366.799999998882
63,4,Perseverance,2,61157.90000000037
63,5,Premeditation,1,5966.699999999255
63,6,Negative Urgency,2,5213.5
63,7,Perseverance,3,18214
63,8,Negative Urgency,3,6126.199999999255
63,9,Sensation Seeking,3,5870.0999999996275
63,10,Positive Urgency,2,4230.0999999996275
63,11,Perseverance,2,7566.0999999996275
63,12,Premeditation,1,5397.800000000745
63,13,Negative Urgency,1,5814.4000000003725
63,14,Sensation Seeking,2,7638.0999999996275
63,15,Negative Urgency,3,6445.9000000003725
63,16,Sensation Seeking,4,5295.5
63,17,Positive Urgency,1,7310.0999999996275
63,18,Sensation Seeking,1,6805.5999999996275
63,19,Premeditation,2,5023.10000000149
63,20,Positive Urgency,1,4718.0999999996275
