subject_ID,question_number,factor,resp,rt
81,1,Perseverance,1,6203.4000000059605
81,2,Premeditation,2,3568.2999999970198
81,3,Positive Urgency,2,6063.199999988079
81,4,Perseverance,2,6225.79999999702
81,5,Premeditation,2,4416.300000011921
81,6,Negative Urgency,3,6825
81,7,Perseverance,2,5556.4000000059605
81,8,Negative Urgency,2,17528.90000000596
81,9,Sensation Seeking,2,4979.5999999940395
81,10,Positive Urgency,2,3310.5999999940395
81,11,Perseverance,1,3765.4000000059605
81,12,Premeditation,2,4172.70000000298
81,13,Negative Urgency,2,3931.2000000029802
81,14,Sensation Seeking,3,3545.7999999970198
81,15,Negative Urgency,2,4998.29999999702
81,16,Sensation Seeking,4,3886.4000000059605
81,17,Positive Urgency,2,6136.9000000059605
81,18,Sensation Seeking,3,11670.40000000596
81,19,Premeditation,2,12791.79999999702
81,20,Positive Urgency,2,4090.7999999970198
