subject_ID,block_number,trial_number,phase,response_number,key,rt
243,2,4,delay,1,space,604
243,3,11,delay,1,space,339
243,3,13,delay,1,space,356
243,3,15,delay,1,space,352
243,3,31,delay,1,space,378
243,4,7,delay,1,space,479
243,4,17,delay,1,space,1608
243,4,23,delay,1,space,448
243,4,31,delay,1,space,439
243,5,43,delay,1,space,399
243,6,7,delay,1,space,380
243,6,25,delay,1,space,2133
243,6,27,delay,1,space,398
243,6,29,delay,1,space,949
243,6,29,delay,2,f,965
243,6,49,delay,1,space,428
243,6,49,delay,2,space,2852
