subject_ID,question_number,factor,resp,rt
98,1,Perseverance,1,8739
98,2,Premeditation,2,4051
98,3,Positive Urgency,3,4111
98,4,Perseverance,1,3091
98,5,Premeditation,2,3935
98,6,Negative Urgency,2,5404
98,7,Perseverance,2,2791
98,8,Negative Urgency,1,6758
98,9,Sensation Seeking,3,3437
98,10,Positive Urgency,2,3797
98,11,Perseverance,1,2103
98,12,Premeditation,2,7226
98,13,Negative Urgency,2,3005
98,14,Sensation Seeking,4,5068
98,15,Negative Urgency,2,3107
98,16,Sensation Seeking,4,7252
98,17,Positive Urgency,2,6947
98,18,Sensation Seeking,2,6097
98,19,Premeditation,2,3293
98,20,Positive Urgency,2,4090
