subject_ID,question_number,factor,resp,rt
221,1,Perseverance,1,5012.699999928474
221,2,Premeditation,2,2507.5
221,3,Positive Urgency,3,2448.399999976158
221,4,Perseverance,1,2044.1000000238419
221,5,Premeditation,2,2696.5
221,6,Negative Urgency,4,4755.5
221,7,Perseverance,2,5328.5
221,8,Negative Urgency,3,5715.600000023842
221,9,Sensation Seeking,3,4932
221,10,Positive Urgency,3,3975.8000000715256
221,11,Perseverance,2,4082.899999976158
221,12,Premeditation,2,3441.100000023842
221,13,Negative Urgency,4,3143.399999976158
221,14,Sensation Seeking,1,5724.199999928474
221,15,Negative Urgency,4,3133.100000023842
221,16,Sensation Seeking,2,6310.600000023842
221,17,Positive Urgency,2,7826.300000071526
221,18,Sensation Seeking,1,3234.7999999523163
221,19,Premeditation,2,3127
221,20,Positive Urgency,3,2694.399999976158
