subject_ID,question_number,factor,resp,rt
14,1,Perseverance,2,7759
14,2,Premeditation,2,3975.399999976158
14,3,Positive Urgency,3,7402
14,4,Perseverance,2,2327.399999976158
14,5,Premeditation,1,2577.100000023842
14,6,Negative Urgency,2,8000.300000011921
14,7,Perseverance,3,3985.100000023842
14,8,Negative Urgency,3,3985.600000023842
14,9,Sensation Seeking,2,2032.2999999523163
14,10,Positive Urgency,3,3300.300000011921
14,11,Perseverance,1,2223.7000000476837
14,12,Premeditation,1,2900.5
14,13,Negative Urgency,3,2956
14,14,Sensation Seeking,3,3175
14,15,Negative Urgency,3,2929.300000011921
14,16,Sensation Seeking,2,2426.699999988079
14,17,Positive Urgency,1,4154.900000035763
14,18,Sensation Seeking,2,3202.899999976158
14,19,Premeditation,2,3747.7999999523163
14,20,Positive Urgency,3,6260
