subject_ID,block_number,trial_number,phase,response_number,key,rt
245,2,2,delay,1,space,2425
245,3,27,delay,1,space,649
245,3,45,delay,1,space,411
245,3,45,delay,2,space,2505
245,3,47,delay,1,space,2508
245,3,49,delay,1,space,283
245,3,51,delay,1,space,519
245,4,5,delay,1,space,469
245,4,13,delay,1,space,260
245,4,19,delay,1,space,338
245,4,45,delay,1,space,452
245,4,49,delay,1,space,422
245,5,5,delay,1,space,2107
245,5,17,delay,1,space,315
245,5,21,delay,1,space,2640
245,5,31,delay,1,space,414
245,5,35,delay,1,space,347
245,6,1,delay,1,space,285
245,6,9,delay,1,space,354
245,6,13,delay,1,space,290
245,6,21,delay,1,space,1671
245,6,35,delay,1,space,2092
245,6,45,delay,1,space,318
245,6,51,delay,1,space,505
