subject_ID,block_number,trial_number,phase,response_number,key,rt
231,3,11,delay,1,space,950
231,3,37,delay,1,space,614
231,3,37,delay,2,space,1917
231,3,37,delay,3,space,2269
231,3,37,delay,4,space,2574
231,3,49,delay,1,space,1005
231,4,7,delay,1,space,823
231,4,9,delay,1,space,578
231,4,11,delay,1,space,457
231,4,41,delay,1,space,217
231,4,49,delay,1,space,603
231,5,1,delay,1,space,262
231,5,1,delay,2,space,2507
231,5,5,delay,1,space,349
231,5,5,delay,2,space,2710
231,5,11,delay,1,space,726
231,5,11,delay,2,space,2822
231,5,13,delay,1,space,701
231,5,15,delay,1,space,576
231,5,15,delay,2,space,1632
231,5,15,delay,3,space,2352
231,5,17,delay,1,space,2367
231,5,33,delay,1,space,172
231,5,45,delay,1,space,306
231,5,47,delay,1,space,260
231,5,47,delay,2,space,2712
231,5,49,delay,1,space,573
231,5,49,delay,2,space,1493
231,5,51,delay,1,space,2249
231,6,1,delay,1,space,1285
231,6,3,delay,1,space,645
231,6,5,delay,1,space,374
231,6,7,delay,1,space,14
231,6,13,delay,1,space,2592
231,6,21,delay,1,space,262
231,6,21,delay,2,space,2014
231,6,29,delay,1,space,199
231,6,33,delay,1,space,719
231,6,39,delay,1,space,247
231,6,41,delay,1,space,671
231,6,43,delay,1,space,581
231,6,43,delay,2,space,2240
231,6,49,delay,1,space,22
231,6,51,delay,1,space,96
