subject_ID,block_number,trial_number,phase,response_number,key,rt
86,3,11,delay,1,space,359
86,3,17,delay,1,space,238
86,3,19,delay,1,space,286
86,3,31,delay,1,space,1281
86,4,3,delay,1,space,1445
86,4,7,delay,1,space,2344
86,4,13,delay,1,space,192
86,4,17,delay,1,space,254
86,4,17,delay,2,space,678
86,4,19,delay,1,space,312
86,4,21,delay,1,space,253
86,4,23,delay,1,space,272
86,4,23,delay,2,space,673
86,4,23,delay,3,space,1010
86,4,27,delay,1,space,299
86,4,27,delay,2,space,690
86,4,35,delay,1,space,329
86,4,35,delay,2,space,1155
86,4,43,delay,1,space,278
86,4,47,delay,1,space,253
86,4,51,delay,1,space,320
86,4,51,delay,2,space,792
86,4,51,delay,3,space,1200
86,4,51,delay,4,space,1576
86,5,1,delay,1,space,1276
86,5,9,delay,1,space,246
86,5,15,delay,1,space,288
86,5,19,delay,1,space,305
86,5,21,delay,1,space,243
86,5,27,delay,1,space,579
86,5,31,delay,1,space,244
86,5,33,delay,1,space,329
86,5,35,delay,1,space,226
86,5,47,delay,1,space,103
86,5,49,delay,1,space,284
86,6,3,delay,1,space,276
86,6,5,delay,1,space,239
86,6,7,delay,1,space,321
86,6,11,delay,1,space,291
86,6,13,delay,1,space,271
86,6,15,delay,1,space,293
86,6,17,delay,1,space,272
86,6,21,delay,1,space,309
86,6,23,delay,1,space,771
86,6,25,delay,1,space,98
86,6,33,delay,1,space,250
86,6,35,delay,1,space,320
86,6,41,delay,1,space,1119
86,6,45,delay,1,space,259
86,6,47,delay,1,space,251
86,6,49,delay,1,space,307
86,6,51,delay,1,space,583
