subject_ID,question_number,factor,resp,rt
235,1,Perseverance,1,4623
235,2,Premeditation,1,2446
235,3,Positive Urgency,1,3685.800000011921
235,4,Perseverance,1,2485.300000011921
235,5,Premeditation,1,3302.399999976158
235,6,Negative Urgency,1,5769.400000035763
235,7,Perseverance,1,3660.199999988079
235,8,Negative Urgency,1,3357.5
235,9,Sensation Seeking,2,3139.199999988079
235,10,Positive Urgency,1,3950.7999999523163
235,11,Perseverance,1,2512.899999976158
235,12,Premeditation,1,2858.5
235,13,Negative Urgency,1,5578.599999964237
235,14,Sensation Seeking,2,4931
235,15,Negative Urgency,1,3063.899999976158
235,16,Sensation Seeking,1,2411.600000023842
235,17,Positive Urgency,1,2866.5
235,18,Sensation Seeking,1,2999.600000023842
235,19,Premeditation,1,3621.100000023842
235,20,Positive Urgency,1,4485.100000023842
