subject_ID,question_number,factor,resp,rt
23,1,Perseverance,1,10187
23,2,Premeditation,2,3638.5
23,3,Positive Urgency,3,5661.700000047684
23,4,Perseverance,1,3955.399999856949
23,5,Premeditation,2,6031.100000143051
23,6,Negative Urgency,2,9768.900000095367
23,7,Perseverance,2,4259.400000095367
23,8,Negative Urgency,3,17304.799999952316
23,9,Sensation Seeking,3,4391
23,10,Positive Urgency,3,4927.300000190735
23,11,Perseverance,2,3037
23,12,Premeditation,1,5612.399999856949
23,13,Negative Urgency,2,5560.400000095367
23,14,Sensation Seeking,3,5944.5
23,15,Negative Urgency,4,6478.799999952316
23,16,Sensation Seeking,2,6581.200000047684
23,17,Positive Urgency,2,8800.099999904633
23,18,Sensation Seeking,2,7899.299999952316
23,19,Premeditation,2,3839.9000000953674
23,20,Positive Urgency,3,7734.5
