subject_ID,question_number,factor,resp,rt
90,1,Perseverance,2,12075.099999999627
90,2,Premeditation,3,3344.800000000745
90,3,Positive Urgency,3,2911.5
90,4,Perseverance,1,5972.700000001118
90,5,Premeditation,2,3641.300000000745
90,6,Negative Urgency,2,3209.800000000745
90,7,Perseverance,2,3385
90,8,Negative Urgency,3,3509.7999999988824
90,9,Sensation Seeking,3,4161.0999999996275
90,10,Positive Urgency,3,3330.9000000003725
90,11,Perseverance,2,3825.4000000003725
90,12,Premeditation,2,3051.5
90,13,Negative Urgency,3,4459.799999998882
90,14,Sensation Seeking,3,3454.5
90,15,Negative Urgency,3,2915.9000000003725
90,16,Sensation Seeking,2,6164
90,17,Positive Urgency,3,2605.300000000745
90,18,Sensation Seeking,3,2096.5
90,19,Premeditation,2,4876.5999999996275
90,20,Positive Urgency,3,2423.5
