subject_ID,question_number,factor,resp,rt
28,1,Perseverance,1,6231
28,2,Premeditation,1,5210
28,3,Positive Urgency,2,4987
28,4,Perseverance,2,3312
28,5,Premeditation,2,5361
28,6,Negative Urgency,3,6715
28,7,Perseverance,2,4957
28,8,Negative Urgency,2,5764
28,9,Sensation Seeking,2,5156
28,10,Positive Urgency,3,5219
28,11,Perseverance,1,2576
28,12,Premeditation,1,4253
28,13,Negative Urgency,3,5263
28,14,Sensation Seeking,3,3917
28,15,Negative Urgency,3,3304
28,16,Sensation Seeking,2,10653
28,17,Positive Urgency,2,5528
28,18,Sensation Seeking,2,5623
28,19,Premeditation,2,3375
28,20,Positive Urgency,3,6625
