subject_ID,question_number,factor,resp,rt
61,1,Perseverance,2,4705.0999999940395
61,2,Premeditation,2,2027.1000000238419
61,3,Positive Urgency,2,5259.700000017881
61,4,Perseverance,1,3308.5999999940395
61,5,Premeditation,2,2691.5
61,6,Negative Urgency,1,6273.9000000059605
61,7,Perseverance,2,3155.5
61,8,Negative Urgency,2,5043
61,9,Sensation Seeking,2,4174
61,10,Positive Urgency,2,3480
61,11,Perseverance,2,4507.799999982119
61,12,Premeditation,1,2700
61,13,Negative Urgency,1,2683.9000000059605
61,14,Sensation Seeking,2,7123.5999999940395
61,15,Negative Urgency,2,4179.800000011921
61,16,Sensation Seeking,4,5131.5999999940395
61,17,Positive Urgency,1,7403.5
61,18,Sensation Seeking,3,2730.4000000059605
61,19,Premeditation,2,2035.800000011921
61,20,Positive Urgency,2,4756
