subject_ID,block_number,trial_number,phase,response_number,key,rt
240,2,0,delay,1,j,132
240,3,9,delay,1,j,1310
240,4,7,delay,1,space,258
240,4,31,delay,1,space,287
240,4,41,delay,1,j,1828
240,4,51,delay,1,f,943
240,4,51,delay,2,j,3210
240,5,9,delay,1,space,537
240,5,9,delay,2,j,2288
240,5,17,delay,1,space,374
240,5,25,delay,1,j,1402
240,5,27,delay,1,space,239
240,5,31,delay,1,space,226
240,5,31,delay,2,space,2015
240,5,33,delay,1,space,273
240,5,39,delay,1,space,261
240,6,3,delay,1,j,2587
240,6,5,delay,1,j,882
240,6,7,delay,1,space,160
240,6,9,delay,1,space,2935
