subject_ID,question_number,factor,resp,rt
201,1,Perseverance,1,8665
201,2,Premeditation,1,5192
201,3,Positive Urgency,1,9021
201,4,Perseverance,2,8469
201,5,Premeditation,1,6431
201,6,Negative Urgency,2,15327
201,7,Perseverance,2,7627
201,8,Negative Urgency,2,17928
201,9,Sensation Seeking,1,5794
201,10,Positive Urgency,2,9825
201,11,Perseverance,2,3588
201,12,Premeditation,1,7292
201,13,Negative Urgency,1,8641
201,14,Sensation Seeking,2,7917
201,15,Negative Urgency,1,7108
201,16,Sensation Seeking,3,7185
201,17,Positive Urgency,1,10527
201,18,Sensation Seeking,1,7722
201,19,Premeditation,1,5219
201,20,Positive Urgency,1,3123
