subject_ID,question_number,factor,resp,rt
247,1,Perseverance,2,8288.59999999404
247,2,Premeditation,1,4492.199999988079
247,3,Positive Urgency,1,6264
247,4,Perseverance,1,6179.800000011921
247,5,Premeditation,1,5377.800000011921
247,6,Negative Urgency,3,8219
247,7,Perseverance,2,4709.699999988079
247,8,Negative Urgency,2,10107.5
247,9,Sensation Seeking,2,3188.5999999940395
247,10,Positive Urgency,1,4225.0999999940395
247,11,Perseverance,2,3021
247,12,Premeditation,2,5160.399999976158
247,13,Negative Urgency,2,4073.899999976158
247,14,Sensation Seeking,2,4742.9000000059605
247,15,Negative Urgency,2,4242
247,16,Sensation Seeking,2,5228.100000023842
247,17,Positive Urgency,1,5478.0999999940395
247,18,Sensation Seeking,1,3389.199999988079
247,19,Premeditation,2,4141.699999988079
247,20,Positive Urgency,1,4576.300000011921
