subject_ID,question_number,factor,resp,rt
subject_ID,question_number,factor,resp,rt
106,1,Perseverance,2,7127.399999856949
106,2,Premeditation,2,2602.899999856949
106,3,Positive Urgency,2,3772.4000000953674
106,4,Perseverance,1,2177.5999999046326
106,5,Premeditation,2,2702
106,6,Negative Urgency,2,3421.600000143051
106,7,Perseverance,2,4103.900000095367
106,8,Negative Urgency,3,3264.199999809265
106,9,Sensation Seeking,3,3988.0999999046326
106,10,Positive Urgency,2,2176.2000000476837
106,11,Perseverance,2,1765.3999998569489
106,12,Premeditation,2,3934.4000000953674
106,13,Negative Urgency,2,2273
106,14,Sensation Seeking,3,3512.800000190735
106,15,Negative Urgency,2,2049.9000000953674
106,16,Sensation Seeking,2,2194.7000000476837
106,17,Positive Urgency,2,6197.5
106,18,Sensation Seeking,2,2506.7999999523163
106,19,Premeditation,2,1859.5999999046326
106,20,Positive Urgency,2,1894.6999998092651
