subject_ID,question_number,factor,resp,rt
49,1,Perseverance,1,6394
49,2,Premeditation,2,3774.5
49,3,Positive Urgency,3,7006.9000000059605
49,4,Perseverance,1,2994.5
49,5,Premeditation,1,5672.5
49,6,Negative Urgency,3,6279.5
49,7,Perseverance,1,4294.9000000059605
49,8,Negative Urgency,4,5364.9000000059605
49,9,Sensation Seeking,2,4163.4000000059605
49,10,Positive Urgency,1,4320.299999982119
49,11,Perseverance,1,2401.9000000059605
49,12,Premeditation,1,3531.699999988079
49,13,Negative Urgency,2,5165.5999999940395
49,14,Sensation Seeking,3,5134.0999999940395
49,15,Negative Urgency,3,7456
49,16,Sensation Seeking,1,6058.799999982119
49,17,Positive Urgency,1,4120.5999999940395
49,18,Sensation Seeking,4,6321
49,19,Premeditation,2,3937.199999988079
49,20,Positive Urgency,3,3412.5999999940395
