subject_ID,age,gender,nationality,exp_part,block_number,trial_number,trial_type,delay,game1_startRT,game1_color,game1_respKey,game1_respRT,game1_outcome,game2_delay_premature,game2_startRT,game2_HP_prob,game2_HP_amount,game2_LP_prob,game2_LP_amount,game2_pos,game2_respKey,game2_respRT,game2_choice,game2_outcome
88,21,female,South Africa,practice_game1,1,1,practice,na,2298,mixed,j,3283,loss,0,0,0,0,0,0,na,na,0,na,na
88,21,female,South Africa,practice_game1,1,2,practice,na,2503,mixed,j,994,win,0,0,0,0,0,0,na,na,0,na,na
88,21,female,South Africa,practice_game1,1,3,practice,na,791,mixed,f,802,win,0,0,0,0,0,0,na,na,0,na,na
88,21,female,South Africa,practice_game1,1,4,practice,na,625,mixed,j,1368,loss,0,0,0,0,0,0,na,na,0,na,na
88,21,female,South Africa,practice_game2,2,1,practice,na,0,na,na,0,na,0,1968,0.8,10,0.2,20,LP-HP,j,5565,HP,win
88,21,female,South Africa,practice_game2,2,2,practice,na,0,na,na,0,na,0,3719,0.8,50,0.4,20,HP-LP,f,1450,HP,no-win
88,21,female,South Africa,practice_game2,2,3,practice,na,0,na,na,0,na,0,770,0.8,20,0.2,30,HP-LP,f,1191,HP,win
88,21,female,South Africa,practice_game2,2,4,practice,na,0,na,na,0,na,0,1109,0.7,10,0.3,50,LP-HP,j,1159,HP,win
88,21,female,South Africa,practice_game2,2,5,practice,na,0,na,na,0,na,0,1243,0.6,10,0.4,40,HP-LP,f,4223,HP,win
88,21,female,South Africa,exp,3,2,exp,no,4031,mixed,j,1510,win,0,1202,0.6,40,0.4,50,LP-HP,j,2123,HP,win
88,21,female,South Africa,exp,3,4,exp,no,818,mixed,f,1451,win,0,1080,0.7,30,0.3,40,LP-HP,f,2010,LP,win
88,21,female,South Africa,exp,3,6,exp,yes,684,mixed,f,1420,loss,0,60,0.7,20,0.3,30,LP-HP,j,1496,HP,win
88,21,female,South Africa,exp,3,8,catch,no,702,mixed,j,2537,win,0,475,0.8,40,0.2,20,HP-LP,f,1019,HP,no-win
88,21,female,South Africa,exp,3,10,catch,no,1073,mixed,j,1222,win,0,697,0.7,10,0.6,50,LP-HP,f,1904,LP,no-win
88,21,female,South Africa,exp,3,12,exp,no,856,mixed,f,1940,loss,0,972,0.8,10,0.2,20,HP-LP,f,1108,HP,win
88,21,female,South Africa,exp,3,14,catch,yes,6,mixed,f,1068,win,1,827,0.6,10,0.5,50,HP-LP,j,2466,LP,no-win
88,21,female,South Africa,exp,3,16,exp,no,227,mixed,j,873,loss,0,869,0.6,40,0.4,50,HP-LP,f,1464,HP,win
88,21,female,South Africa,exp,3,18,exp,yes,651,mixed,f,1020,loss,1,825,0.8,10,0.2,20,HP-LP,f,819,HP,win
88,21,female,South Africa,exp,3,20,exp,no,90,mixed,j,1175,win,0,565,0.8,20,0.2,30,LP-HP,j,1191,HP,win
88,21,female,South Africa,exp,3,22,exp,no,723,mixed,f,1261,loss,0,100,0.7,30,0.3,40,LP-HP,j,1207,HP,no-win
88,21,female,South Africa,exp,3,24,exp,no,1032,mixed,j,1099,loss,0,570,0.7,30,0.3,40,HP-LP,f,908,HP,win
88,21,female,South Africa,exp,3,26,exp,yes,183,mixed,j,788,loss,2,546,0.6,40,0.4,50,LP-HP,j,1228,HP,no-win
88,21,female,South Africa,exp,3,28,exp,no,910,mixed,j,728,loss,1,2602,0.7,20,0.3,30,LP-HP,j,969,HP,win
88,21,female,South Africa,exp,3,30,exp,no,1462,mixed,f,916,win,1,577,0.7,20,0.3,30,LP-HP,j,1364,HP,no-win
88,21,female,South Africa,exp,3,32,catch,yes,457,mixed,j,964,loss,1,859,0.7,30,0.3,10,LP-HP,j,1014,HP,no-win
88,21,female,South Africa,exp,3,34,exp,no,654,mixed,f,834,win,0,592,0.8,20,0.2,30,HP-LP,f,1179,HP,win
88,21,female,South Africa,exp,3,36,catch,yes,723,mixed,j,757,loss,2,567,0.6,10,0.5,50,LP-HP,f,1544,LP,win
88,21,female,South Africa,exp,3,38,exp,no,781,mixed,j,982,loss,0,161,0.6,20,0.4,50,LP-HP,j,1109,HP,no-win
88,21,female,South Africa,exp,3,40,exp,no,427,mixed,j,1210,loss,0,183,0.6,20,0.4,50,HP-LP,f,1059,HP,no-win
88,21,female,South Africa,exp,3,42,exp,yes,710,mixed,j,1062,win,0,701,0.6,40,0.4,50,HP-LP,f,1164,HP,win
88,21,female,South Africa,exp,3,44,catch,no,102,mixed,j,895,loss,0,885,0.8,40,0.2,20,LP-HP,j,974,HP,win
88,21,female,South Africa,exp,3,46,exp,no,730,mixed,f,1134,loss,0,516,0.7,10,0.3,50,HP-LP,f,1004,HP,no-win
88,21,female,South Africa,exp,3,48,exp,yes,582,mixed,j,1308,loss,4,740,0.6,10,0.4,40,LP-HP,f,1104,LP,no-win
88,21,female,South Africa,exp,3,50,exp,yes,1584,mixed,j,1319,win,2,675,0.7,10,0.3,50,HP-LP,j,1972,LP,win
88,21,female,South Africa,exp,3,52,exp,yes,134,mixed,j,1231,win,1,841,0.7,30,0.3,40,LP-HP,j,2227,HP,win
88,21,female,South Africa,exp,4,2,exp,no,2407,mixed,f,1079,win,0,399,0.6,10,0.4,40,LP-HP,f,1012,LP,no-win
88,21,female,South Africa,exp,4,4,exp,no,747,mixed,j,1400,win,1,643,0.7,10,0.3,30,LP-HP,f,2141,LP,no-win
88,21,female,South Africa,exp,4,6,exp,no,677,mixed,f,2497,win,0,516,0.7,10,0.3,50,LP-HP,f,1504,LP,no-win
88,21,female,South Africa,exp,4,8,exp,yes,738,mixed,j,1377,loss,1,730,0.7,30,0.3,40,LP-HP,f,1500,LP,win
88,21,female,South Africa,exp,4,10,exp,yes,2385,mixed,j,1435,loss,1,625,0.7,10,0.3,50,HP-LP,j,1736,LP,no-win
88,21,female,South Africa,exp,4,12,exp,yes,707,mixed,j,1707,win,1,376,0.7,30,0.3,40,HP-LP,f,1394,HP,win
88,21,female,South Africa,exp,4,14,catch,yes,645,mixed,f,1538,win,2,724,0.7,30,0.3,10,HP-LP,f,1829,HP,no-win
88,21,female,South Africa,exp,4,16,catch,no,731,mixed,j,1626,win,0,574,0.6,10,0.5,50,LP-HP,f,1157,LP,no-win
88,21,female,South Africa,exp,4,18,catch,no,631,mixed,f,1210,win,0,567,0.8,50,0.2,30,HP-LP,f,1146,HP,win
88,21,female,South Africa,exp,4,20,catch,no,684,mixed,f,2096,loss,0,43,0.6,10,0.5,50,HP-LP,j,1501,LP,no-win
88,21,female,South Africa,exp,4,22,exp,yes,64,mixed,j,1056,win,1,697,0.6,30,0.4,50,LP-HP,f,1611,LP,win
88,21,female,South Africa,exp,4,24,exp,yes,886,mixed,f,1246,loss,1,626,0.8,10,0.2,20,LP-HP,j,2412,HP,win
88,21,female,South Africa,exp,4,26,catch,yes,587,mixed,f,1569,loss,0,408,0.8,50,0.2,30,HP-LP,f,1055,HP,win
88,21,female,South Africa,exp,4,28,exp,no,887,mixed,j,973,win,0,705,0.6,30,0.4,50,HP-LP,f,1008,HP,win
