subject_ID,question_number,factor,resp,rt
1,1,Perseverance,1,5920.799999952316
1,2,Premeditation,2,2726.5
1,3,Positive Urgency,2,11598.899999976158
1,4,Perseverance,2,5382.100000023842
1,5,Premeditation,1,3342.2999999523163
1,6,Negative Urgency,2,11239
1,7,Perseverance,2,4926.600000023842
1,9,Sensation Seeking,3,4669.5
1,10,Positive Urgency,2,3343.8000000715256
1,8,Negative Urgency,2,6958.399999976158
1,11,Perseverance,2,4238.399999976158
1,12,Premeditation,1,3046.7000000476837
1,13,Negative Urgency,1,2822.899999976158
1,14,Sensation Seeking,3,3598.6999999284744
1,15,Negative Urgency,2,4302
1,16,Sensation Seeking,4,2758.399999976158
1,17,Positive Urgency,2,6391.5
1,18,Sensation Seeking,4,3805.8000000715256
1,19,Premeditation,1,2134.899999976158
1,20,Positive Urgency,2,3662.600000023842
