subject_ID,age,gender,nationality,exp_part,block_number,trial_number,trial_type,delay,game1_startRT,game1_color,game1_respKey,game1_respRT,game1_outcome,game2_delay_premature,game2_startRT,game2_HP_prob,game2_HP_amount,game2_LP_prob,game2_LP_amount,game2_pos,game2_respKey,game2_respRT,game2_choice,game2_outcome
3,50,male,United States,practice_game1,1,1,practice,na,2081,mixed,f,6262,loss,0,0,0,0,0,0,na,na,0,na,na
3,50,male,United States,practice_game1,1,2,practice,na,1749,mixed,f,2751,win,0,0,0,0,0,0,na,na,0,na,na
3,50,male,United States,practice_game1,1,3,practice,na,1101,mixed,f,1230,loss,0,0,0,0,0,0,na,na,0,na,na
3,50,male,United States,practice_game1,1,4,practice,na,2878,mixed,f,2125,win,0,0,0,0,0,0,na,na,0,na,na
3,50,male,United States,practice_game2,2,1,practice,na,0,na,na,0,na,0,1093,0.7,10,0.3,50,LP-HP,f,17358,LP,win
3,50,male,United States,practice_game2,2,2,practice,na,0,na,na,0,na,0,1152,0.8,50,0.4,20,HP-LP,f,3583,HP,win
3,50,male,United States,practice_game2,2,3,practice,na,0,na,na,0,na,0,1327,0.6,10,0.4,40,HP-LP,j,3941,LP,no-win
3,50,male,United States,practice_game2,2,4,practice,na,0,na,na,0,na,0,672,0.8,20,0.2,30,LP-HP,j,2407,HP,win
3,50,male,United States,practice_game2,2,5,practice,na,0,na,na,0,na,0,1748,0.8,10,0.2,20,HP-LP,f,2000,HP,win
3,50,male,United States,exp,3,2,exp,no,1524,mixed,j,3279,win,0,1444,0.6,30,0.4,50,LP-HP,j,3792,HP,no-win
3,50,male,United States,exp,3,4,exp,no,983,mixed,j,2247,loss,0,712,0.7,10,0.3,50,HP-LP,f,2608,HP,no-win
3,50,male,United States,exp,3,6,exp,no,820,mixed,f,959,win,0,871,0.6,10,0.4,40,HP-LP,j,1951,LP,no-win
3,50,male,United States,exp,3,8,exp,yes,663,mixed,f,776,loss,0,827,0.7,10,0.3,30,LP-HP,j,2375,HP,no-win
3,50,male,United States,exp,3,10,exp,yes,844,mixed,f,810,win,0,1058,0.6,40,0.4,50,HP-LP,f,1687,HP,win
3,50,male,United States,exp,3,12,exp,no,862,mixed,f,775,win,0,2072,0.8,20,0.2,30,LP-HP,j,1887,HP,win
3,50,male,United States,exp,3,14,exp,yes,804,mixed,f,967,win,0,594,0.8,20,0.2,30,HP-LP,f,1478,HP,win
3,50,male,United States,exp,3,16,catch,no,646,mixed,f,935,loss,0,568,0.7,10,0.6,50,HP-LP,j,2254,LP,win
3,50,male,United States,exp,3,18,exp,no,840,mixed,f,838,win,0,649,0.8,20,0.2,30,HP-LP,f,1214,HP,win
3,50,male,United States,exp,3,20,exp,yes,534,mixed,f,808,win,0,877,0.6,30,0.4,50,LP-HP,j,1663,HP,win
3,50,male,United States,exp,3,22,catch,no,637,mixed,f,687,win,0,432,0.8,50,0.2,30,HP-LP,f,1398,HP,win
3,50,male,United States,exp,3,24,exp,no,671,mixed,f,711,win,0,696,0.6,40,0.4,50,HP-LP,f,1287,HP,no-win
3,50,male,United States,exp,3,26,exp,yes,687,mixed,f,670,win,1,746,0.6,20,0.4,50,LP-HP,j,3846,HP,win
3,50,male,United States,exp,3,28,exp,no,679,mixed,f,664,loss,0,1047,0.8,20,0.2,30,HP-LP,f,1599,HP,win
3,50,male,United States,exp,3,30,exp,no,637,mixed,j,2247,win,0,639,0.6,30,0.4,50,HP-LP,f,1943,HP,win
3,50,male,United States,exp,3,32,exp,yes,612,mixed,f,1927,win,0,667,0.6,40,0.4,50,LP-HP,j,2007,HP,win
3,50,male,United States,exp,3,34,catch,yes,853,mixed,f,1649,loss,0,579,0.8,50,0.2,30,HP-LP,f,1111,HP,win
3,50,male,United States,exp,3,36,exp,yes,54125,mixed,j,3007,loss,0,1115,0.7,20,0.3,30,HP-LP,f,2254,HP,win
3,50,male,United States,exp,3,38,catch,yes,933,mixed,f,1375,win,0,700,0.7,30,0.3,10,LP-HP,j,1671,HP,no-win
3,50,male,United States,exp,3,40,catch,no,977,mixed,j,1615,loss,0,680,0.6,10,0.5,50,LP-HP,f,2222,LP,win
3,50,male,United States,exp,3,42,exp,yes,726,mixed,j,1519,win,0,659,0.7,10,0.3,30,HP-LP,f,2527,HP,win
3,50,male,United States,exp,3,44,exp,no,710,mixed,f,1351,loss,0,559,0.7,10,0.3,30,HP-LP,f,1495,HP,no-win
3,50,male,United States,exp,3,46,exp,yes,798,mixed,f,1423,loss,0,771,0.7,10,0.3,50,LP-HP,j,2599,HP,win
3,50,male,United States,exp,3,48,catch,yes,616,mixed,j,1478,win,0,676,0.6,10,0.5,50,LP-HP,f,1694,LP,no-win
3,50,male,United States,exp,3,50,exp,yes,685,mixed,j,2400,loss,0,859,0.6,10,0.4,40,HP-LP,j,2974,LP,no-win
3,50,male,United States,exp,3,52,exp,no,762,mixed,f,1951,win,0,832,0.6,20,0.4,50,LP-HP,j,2463,HP,win
3,50,male,United States,exp,4,2,exp,yes,3037,mixed,f,1401,loss,0,602,0.6,40,0.4,50,HP-LP,f,2007,HP,no-win
3,50,male,United States,exp,4,4,exp,yes,774,mixed,j,1527,win,0,1474,0.6,10,0.4,40,HP-LP,f,4920,HP,win
3,50,male,United States,exp,4,6,catch,yes,708,mixed,j,1583,loss,1,531,0.7,10,0.6,50,LP-HP,f,1735,LP,win
3,50,male,United States,exp,4,8,exp,no,848,mixed,f,1559,loss,0,487,0.8,10,0.2,20,HP-LP,f,1502,HP,win
3,50,male,United States,exp,4,10,exp,no,592,mixed,j,1614,loss,0,392,0.6,20,0.4,50,HP-LP,f,1494,HP,no-win
3,50,male,United States,exp,4,12,exp,no,625,mixed,j,1302,loss,0,297,0.8,20,0.2,30,LP-HP,j,1577,HP,win
3,50,male,United States,exp,4,14,exp,no,566,mixed,j,1359,loss,0,584,0.6,40,0.4,50,LP-HP,j,3879,HP,win
3,50,male,United States,exp,4,16,exp,yes,591,mixed,f,1222,loss,1,795,0.7,10,0.3,50,HP-LP,f,2294,HP,win
3,50,male,United States,exp,4,18,exp,yes,670,mixed,f,2007,win,1,556,0.7,30,0.3,40,LP-HP,j,1559,HP,win
3,50,male,United States,exp,4,20,exp,no,493,mixed,j,2415,loss,0,506,0.6,30,0.4,50,LP-HP,j,2037,HP,win
3,50,male,United States,exp,4,22,exp,yes,594,mixed,f,1639,win,0,564,0.8,20,0.2,30,LP-HP,j,1552,HP,win
3,50,male,United States,exp,4,24,exp,no,543,mixed,f,1550,loss,0,591,0.7,20,0.3,30,LP-HP,j,1422,HP,win
3,50,male,United States,exp,4,26,exp,no,589,mixed,j,1310,win,0,649,0.7,30,0.3,40,LP-HP,j,1343,HP,win
3,50,male,United States,exp,4,28,exp,no,634,mixed,j,1726,win,0,598,0.7,10,0.3,50,HP-LP,f,1550,HP,win
3,50,male,United States,exp,4,30,exp,yes,1623,mixed,f,1558,loss,0,523,0.6,20,0.4,50,HP-LP,f,1558,HP,win
3,50,male,United States,exp,4,32,exp,no,544,mixed,j,1263,win,0,392,0.8,10,0.2,20,HP-LP,f,1254,HP,no-win
3,50,male,United States,exp,4,34,exp,no,678,mixed,j,1391,loss,0,391,0.6,20,0.4,50,LP-HP,j,4430,HP,win
3,50,male,United States,exp,4,36,catch,yes,621,mixed,j,1199,loss,0,702,0.7,30,0.3,10,HP-LP,f,1391,HP,win
3,50,male,United States,exp,4,38,exp,no,557,mixed,f,1200,loss,0,383,0.6,10,0.4,40,LP-HP,j,1568,HP,win
3,50,male,United States,exp,4,40,exp,yes,813,mixed,j,1225,win,0,484,0.6,10,0.4,40,LP-HP,f,2630,LP,win
