subject_ID,question_number,factor,resp,rt
211,1,Perseverance,1,7694.899999976158
211,2,Premeditation,2,3858.2000000476837
211,3,Positive Urgency,2,7012
211,4,Perseverance,1,3183.1999999284744
211,5,Premeditation,2,6157.899999976158
211,6,Negative Urgency,2,7299.699999928474
211,7,Perseverance,1,4319.100000023842
211,8,Negative Urgency,2,5784.800000071526
211,9,Sensation Seeking,3,3071.5
211,10,Positive Urgency,2,4650.899999976158
211,11,Perseverance,2,2438.6999999284744
211,12,Premeditation,2,4490.5
211,13,Negative Urgency,1,4199.699999928474
211,14,Sensation Seeking,3,5546.100000023842
211,15,Negative Urgency,3,5011.600000023842
211,16,Sensation Seeking,4,4133.699999928474
211,17,Positive Urgency,2,4300.600000023842
211,18,Sensation Seeking,3,3760.7000000476837
211,19,Premeditation,2,3598.8000000715256
211,20,Positive Urgency,2,5303.800000071526
