subject_ID,question_number,factor,resp,rt
57,1,Perseverance,1,5711
57,2,Premeditation,2,3010.1000000089407
57,3,Positive Urgency,1,5620.0999999940395
57,4,Perseverance,2,4146.20000000298
57,5,Premeditation,2,3287.2999999970198
57,6,Negative Urgency,2,5825.70000000298
57,7,Perseverance,2,5544.29999999702
57,8,Negative Urgency,3,9069.70000000298
57,9,Sensation Seeking,2,3668
57,10,Positive Urgency,1,5287.5
57,11,Perseverance,2,2759.0999999940395
57,12,Premeditation,3,5312.9000000059605
57,13,Negative Urgency,3,3771.6000000089407
57,14,Sensation Seeking,3,3854.9000000059605
57,15,Negative Urgency,3,3670.0999999940395
57,16,Sensation Seeking,1,6073.5999999940395
57,17,Positive Urgency,1,7625.9000000059605
57,18,Sensation Seeking,1,8404
57,19,Premeditation,2,5355.5999999940395
57,20,Positive Urgency,3,4267.29999999702
